Looks and ,-1681.21,-1664.04,P
fw : end o,-2259.16,-2527.29,S
confirmati,-210.93,-228.66,S
enrononlin,-761.61,-798.34,S
re : 5 . 1,-2141.13,-2460.71,S
Are you in,-716.76,-664.35,P
esther tor,-1090.91,-1383.77,S
query : ha,-618.87,-690.39,S
Now       ,-943.68,-860.25,P
confidence,-2198.03,-2029.26,P
current an,-6185.20,-5321.88,P
re [ 11 ] ,-101.37,-97.15,P
job : engl,-1492.02,-1702.20,S
On Thu, Au,-590.00,-610.32,S
summer at ,-226.23,-244.63,S
parking pa,-327.83,-341.14,S
On 9 Aug 2,-178.62,-194.38,S
Hi,Does an,-150.81,-156.36,S
net impact,-709.93,-764.09,S
on his fac,-296.98,-279.39,P
On 12 Sep ,-169.03,-176.46,S
afro - asi,-6344.48,-7260.75,S
webcam dat,-47.35,-40.62,P
have the n,-1235.05,-1212.29,P
enron / hp,-150.10,-201.70,S
you ' ve b,-297.46,-274.51,P
A:link {TE,-9.56,-7.86,P
syntax of ,-1458.92,-1799.64,S
bulker cd ,-1811.21,-1669.85,P
the perman,-152.71,-132.60,P
Some inter,-627.77,-623.27,P
investment,-1034.84,-961.90,P
increase y,-1648.25,-1427.54,P
new update,-738.32,-688.03,P
$ $ $ $ $ ,-9.56,-7.86,P
empty ,-9.78,-8.80,P
inexpensiv,-216.72,-186.29,P
re : wayne,-2251.17,-2692.37,S
look 10 ye,-901.90,-849.89,P
Is there a,-1352.13,-1394.21,S
i would li,-539.47,-518.68,P
albert tre,-494.51,-559.23,S
On Tue, 20,-749.91,-768.92,S
Today a Fr,-9.56,-7.86,P
URL: http:,-83.60,-89.95,S
does your ,-556.22,-487.53,P
Dear Compu,-9.56,-7.86,P
re : txu f,-737.13,-897.56,S
hpl nom fo,-88.68,-113.33,S
we offer y,-241.62,-189.97,P
today ' s ,-1055.31,-1114.50,S
enron year,-1029.59,-1112.24,S
pluto / me,-3787.48,-3952.71,S
begin forw,-2407.58,-2479.71,S
question :,-200.66,-175.11,P
I wrote:? ,-339.57,-350.34,S
WE NEED HE,-428.63,-382.63,P
blue horse,-459.47,-452.92,P
stuff. See,-6547.75,-6750.33,S
empty ,-9.78,-8.80,P
will cut t,-1085.54,-973.98,P
Protect yo,-734.78,-667.12,P
any med fo,-384.80,-332.80,P
c , ia _ l,-148.07,-142.65,P
WE NEED HE,-428.63,-382.63,P
new produc,-1185.89,-1442.77,S
H6.29% Fix,-144.46,-131.86,P
re [ 10 ] ,-49.94,-48.01,P
pictures s,-472.99,-418.97,P
fw : ceraw,-2002.48,-2100.93,S
URL: http:,-106.38,-116.76,S
hi paliour,-2182.95,-1560.37,P
tiger team,-1840.99,-1987.31,S
URL: http:,-796.37,-801.81,S
enron actu,-72.86,-97.41,S
Digital Di,-9.56,-7.86,P
languaging,-1534.79,-1871.70,S
home page ,-492.72,-563.94,S
rabi de sh,-816.02,-1043.94,S
i believe ,-1494.33,-1643.19,S
Elias Sind,-719.93,-730.77,S
? That has,-271.77,-278.99,S
SPECIAL AL,-9.56,-7.86,P
conference,-994.67,-1253.56,S
chamito - ,-2762.27,-3435.15,S
for your i,-436.11,-430.56,P
book on la,-2933.78,-3441.85,S
Dear Sir, ,-1848.88,-1680.57,P
anadarko a,-465.88,-474.16,S
fwd : gree,-392.10,-327.50,P
physical c,-497.09,-543.22,S
hpl nom fo,-87.85,-113.77,S
negation i,-1893.09,-2324.42,S
seeing the,-324.22,-340.98,S
earth day ,-482.74,-506.15,S
computatio,-2336.57,-2812.69,S
Beautiful,,-9.56,-7.86,P
http://www,-2443.37,-2485.99,S
URL: http:,-78.90,-82.78,S
fw : eog p,-1490.31,-1581.54,S
photoshop ,-401.01,-364.41,P
Norton ADÂ,-9.56,-7.86,P
role descr,-337.25,-375.32,S
meter 8740,-1432.04,-1668.42,S
urgent saf,-1301.31,-1223.63,P
Here's a w,-1035.61,-1037.41,S
re : thank,-874.09,-1045.27,S
BODY {font,-1066.21,-960.48,P
CENTRAL BA,-1762.73,-1621.85,P
    Paul? ,-344.08,-355.60,S
alt iii al,-1286.91,-1500.70,S
re : texas,-613.85,-689.05,S
videoconfe,-586.99,-658.04,S
??From the,-260.34,-248.41,P
re : curre,-3725.81,-4054.45,S
syntax / s,-1569.86,-1913.31,S
emily ' s ,-816.91,-797.83,P
revised - ,-2956.68,-3143.71,S
Filled wit,-9.56,-7.86,P
HELLO,I AM,-1660.48,-1512.28,P
dear websi,-3561.44,-3449.30,P
new books ,-1564.41,-1871.61,S
Make sure ,-912.36,-963.28,S
re : waco ,-1411.82,-1569.31,S
want to se,-473.65,-422.82,P
project se,-238.98,-251.50,S
both male ,-707.61,-619.58,P
earnings c,-128.14,-134.11,S
research p,-1100.14,-1260.61,S
re : re [ ,-3296.64,-3453.34,S
new power ,-1635.06,-1878.81,S
    ?? Bef,-676.36,-695.47,S
how many  ,-693.17,-609.08,P
revised ju,-601.38,-687.62,S
Angles Pug,-201.97,-207.16,S
URL: http:,-158.31,-157.99,P
shed inche,-100.28,-92.97,P
re : 8 : 3,-774.05,-859.44,S
On Thu, Au,-2054.33,-2113.79,S
mid - year,-1403.49,-1533.70,S
re : 6 . 2,-184.88,-198.23,S
texaco 989,-197.04,-220.87,S
start date,-221.61,-269.09,S
Long time ,-9.56,-7.86,P
junk mail ,-549.83,-576.30,S
austronesi,-1434.22,-1748.79,S
URL: http:,-139.45,-137.35,P
convergenc,-889.70,-1071.02,S
you have t,-263.79,-246.65,P
call : gen,-2314.89,-2615.20,S
a chance t,-509.14,-421.56,P
miracle pr,-3926.08,-3505.82,P
the fastes,-585.40,-545.96,P
????? J ==,-619.14,-649.30,S
interviewe,-345.65,-371.56,S
URL: http:,-141.52,-139.34,P
Done???Rob,-855.54,-879.32,S
 Could you,-45.35,-42.62,P
Forwarded-,-1355.87,-1341.28,P
project fi,-1444.17,-1510.08,S
theoretica,-776.61,-959.95,S
This is a ,-9.56,-7.86,P
re : equis,-1345.13,-1600.50,S
down . loa,-423.39,-393.91,P
Would You ,-9.56,-7.86,P
psycholing,-564.58,-697.23,S
please rev,-34.45,-35.71,S
        Fo,-9.56,-7.86,P
5 % guaran,-574.82,-539.63,P
you can ge,-551.55,-500.61,P
re : meter,-60.71,-64.24,S
remember m,-274.22,-252.84,P
summer int,-709.10,-790.91,S
empty ,-9.78,-8.80,P
Hunt, Brya,-687.54,-716.10,S
csseMortga,-9.56,-7.86,P
dataroom f,-1557.27,-1626.37,S
wccfl xiv ,-1687.72,-2000.56,S
schedule c,-1279.09,-1477.40,S
award / wi,-2773.80,-2567.97,P
On Wednesd,-468.06,-494.41,S
At 1:52 PM,-921.15,-956.07,S
? Date: Mo,-487.21,-511.78,S
excel issu,-348.48,-362.08,S
DetailsWan,-260.38,-238.63,P
= ? utf - ,-409.91,-364.40,P
re : ( no ,-151.87,-184.80,S
by sendmai,-790.44,-767.09,P
management,-1316.51,-1436.22,S
rachael ar,-247.50,-226.57,P
participat,-113.06,-103.03,P
tynenol 3 ,-370.88,-311.56,P
re : eog p,-1252.54,-1406.50,S
start date,-221.61,-269.09,S
submit 600,-835.53,-806.04,P
get meds s,-278.97,-242.80,P
re : thu ,,-1285.83,-1026.87,P
the greate,-1956.34,-1822.42,P
Problem wi,-30.36,-32.23,S
  Do you o,-776.46,-726.25,P
congratula,-29.72,-29.28,P
Uh, WWII E,-594.12,-607.95,S
Something ,-781.86,-722.36,P
she looks ,-40.59,-37.12,P
the effect,-535.26,-489.56,P
Tired of M,-467.93,-435.50,P
----- Orig,-459.63,-464.81,S
granada wo,-3633.53,-4380.49,S
re : saxet,-160.71,-173.48,S
today ' s ,-711.67,-764.82,S
http://www,-262.29,-257.88,P
intrepid i,-5404.97,-4883.16,P
41 . npe .,-414.38,-381.58,P
expand you,-9.56,-7.86,P
caiso noti,-813.78,-848.06,S
hpl noms -,-165.95,-199.73,S
the econom,-357.67,-327.04,P
Free Info!,-9.56,-7.86,P
evolvable ,-1927.54,-2142.16,S
URL: http:,-138.95,-148.22,S
Hot Tawnee,-9.56,-7.86,P
corrigendu,-1695.06,-1478.96,P
DEAR HOMEO,-1271.39,-1085.86,P
nels dates,-709.28,-833.10,S
schedule c,-1237.58,-1429.06,S
hil phonol,-1122.40,-1382.10,S
creditfixT,-9.56,-7.86,P
Matt Kettl,-685.08,-720.88,S
buy your m,-296.58,-275.40,P
rendez - v,-1899.02,-1974.60,S
hiv viruse,-2272.11,-2003.40,P
young amat,-367.40,-335.84,P
hi how to ,-639.43,-545.01,P
sfa licens,-340.46,-359.47,S
empty ,-9.78,-8.80,P
 fork@xent,-160.33,-134.98,P
perfect lo,-562.02,-449.75,P
Hi,I belie,-317.01,-315.54,P
employment,-422.84,-443.95,S
roud and h,-38.47,-31.49,P
Gary Lawre,-1605.07,-1653.49,S
super vkia,-475.99,-402.58,P
top paying,-246.73,-212.95,P
URL: http:,-699.53,-693.38,P
need phent,-1210.39,-1056.09,P
find it he,-200.04,-180.33,P
fw : free ,-46.32,-44.24,P
new produc,-687.03,-566.68,P
clean draf,-115.69,-120.94,S
bu  y cial,-348.75,-290.83,P
re : apach,-461.64,-531.64,S
Today's er,-417.76,-423.85,S
* * you ha,-3169.75,-3011.27,P
on cd . . ,-64.59,-52.43,P
publish li,-9.56,-7.86,P
- you coul,-41.17,-39.66,P
Dear Sir o,-692.97,-670.94,P
maureen ra,-189.75,-203.31,S
amta works,-5633.45,-6370.92,S
pill that ,-330.15,-281.24,P
philippe b,-751.17,-822.69,S
good idea ,-746.66,-730.97,P
Urban Boqu,-581.39,-595.42,S
    I hate,-9.56,-7.86,P
empty ,-9.78,-8.80,P
cutoff for,-737.58,-780.12,S
Hallo,Wir ,-9.56,-7.86,P
You are re,-9.56,-7.86,P
START A BU,-534.10,-501.65,P
hot stock ,-7640.94,-7129.74,P
basic word,-1307.65,-1536.13,S
On Fri, 4 ,-455.86,-491.42,S
start date,-221.61,-269.09,S
no loan de,-990.80,-944.74,P
australia ,-760.88,-925.06,S
I can't se,-180.25,-182.54,S
Marc -- Si,-526.69,-564.87,S
On Tue, 20,-861.84,-892.01,S
schedule c,-1279.09,-1477.40,S
lectureshi,-832.91,-926.63,S
consórcio ,-9.56,-7.86,P
please pos,-9.56,-7.86,P
making sen,-2629.77,-2893.36,S
-----Origi,-640.66,-725.07,S
prc for en,-133.33,-143.65,S
seminar : ,-2876.44,-3259.87,S
http : / /,-745.41,-666.18,P
new journa,-1142.39,-1252.36,S
re : here ,-172.45,-149.49,P
Dave Long ,-378.75,-407.29,S
Once upon ,-1163.02,-1272.04,S
? Dunno ab,-1059.96,-1104.08,S
capital bo,-1784.16,-1876.03,S
URL: http:,-104.26,-106.62,S
localized ,-585.98,-494.58,P
administra,-9.56,-7.86,P
sum : sign,-8213.01,-8788.05,S
teach and ,-882.44,-852.98,P
new invoic,-248.18,-277.86,S
Not fortea,-1719.40,-1689.47,P
invoice up,-9.56,-7.86,P
agree with,-5816.26,-5852.67,S
I have bee,-469.59,-479.46,S
fw : dirty,-1221.29,-1171.91,P
your speci,-651.18,-601.80,P
Below is t,-234.16,-222.09,P
semantics ,-745.07,-843.54,S
empty ,-9.78,-8.80,P
**********,-9.56,-7.86,P
ardmore fa,-1008.74,-1130.38,S
More Than ,-410.41,-367.28,P
the worlds,-1598.16,-1474.80,P
toshiba ma,-9.56,-7.86,P
re : 5 . 1,-2252.77,-2570.03,S
empty ,-9.78,-8.80,P
modern gre,-447.75,-540.12,S
 ,-14.72,-11.41,P
re : painf,-616.68,-563.25,P
competitiv,-1993.44,-2013.23,S
localized ,-564.03,-485.18,P
empty ,-9.78,-8.80,P
re : summa,-4460.73,-4877.44,S
computer a,-1147.96,-1333.51,S
replica ha,-166.12,-130.51,P
DEAR SIR/M,-2261.29,-2112.31,P
wouldn ' t,-2967.02,-2445.40,P
originatio,-1700.16,-1933.09,S
BTW:  I re,-224.72,-228.24,S
Matthew Fr,-848.17,-895.12,S
Big and bi,-9.56,-7.86,P
To be remo,-616.76,-569.27,P
t shirts v,-1669.19,-1598.21,P
Adam L. Be,-503.76,-513.01,S
re [ 13 ] ,-83.34,-85.72,S
Shopping f,-9.56,-7.86,P
I find Gno,-1484.76,-1580.10,S
brothers o,-176.18,-154.66,P
re : spoke,-967.43,-803.61,P
URL: http:,-9.56,-7.86,P
reporting ,-1893.63,-2119.13,S
localized ,-591.61,-500.17,P
chicago ph,-2418.81,-2916.66,S
open seaso,-59.42,-61.90,S
On Fri, 6 ,-1286.51,-1299.95,S
re : uk : ,-1094.96,-1270.19,S
die offs i,-1682.50,-1709.78,S
hpl meter ,-513.35,-577.66,S
california,-4260.89,-4483.44,S
I need to ,-1190.89,-1262.12,S
re : site ,-50.21,-52.33,S
union carb,-55.31,-56.89,S
Hello,I ha,-2463.30,-2549.83,S
re : do yo,-268.41,-244.62,P
summary : ,-3239.36,-3838.23,S
good news ,-265.14,-245.33,P
re : 5 . 1,-1762.47,-2069.38,S
office adm,-913.67,-908.13,P
premium re,-707.45,-625.25,P
use Perl D,-325.40,-366.42,S
empty ,-9.78,-8.80,P
srd louie ,-433.67,-445.92,S
language e,-3427.75,-3719.84,S
URL: http:,-125.29,-132.82,S
re : 3 . 4,-453.68,-514.61,S
empty ,-9.78,-8.80,P
euralex ' ,-1634.38,-1875.76,S
semantics ,-2323.09,-2805.45,S
localized ,-569.31,-488.44,P
jeanie whi,-91.47,-86.38,P
empty ,-9.78,-8.80,P
reviewer a,-408.58,-438.86,S
update war,-642.47,-581.62,P
    Date: ,-1140.22,-1184.19,S
online pha,-138.52,-114.00,P
hpl nom fo,-90.35,-115.33,S
the three ,-455.51,-489.47,S
On Thu, 8 ,-922.88,-930.43,S
platinum s,-7141.20,-6058.12,P
100 % f - ,-415.64,-376.40,P
congratula,-2082.70,-1929.42,P
best defen,-1304.28,-1217.18,P
Â Free Per,-9.56,-7.86,P
ut resumes,-560.41,-592.41,S
ve do you ,-220.14,-198.34,P
hpl noms f,-128.00,-157.77,S
http://www,-1178.78,-1177.59,P
all the so,-1261.70,-1114.89,P
[ ilug - s,-1093.34,-1036.84,P
start date,-221.61,-269.09,S
keystone s,-390.71,-429.92,S
As I under,-191.95,-194.22,S
= ? utf - ,-262.22,-213.15,P
our pro - ,-622.63,-605.19,P
go all nig,-1129.08,-968.48,P
????? CW =,-166.43,-163.31,P
          ,-9.56,-7.86,P
projectors,-3879.07,-3325.10,P
analyst / ,-3330.60,-3510.50,S
URL: http:,-147.99,-155.99,S
corrected ,-131.58,-140.97,S
DEAR FRIEN,-1775.14,-1586.62,P
did you ge,-191.03,-219.17,S
enpower - ,-368.81,-390.77,S
On Wed, 4 ,-252.36,-257.08,S
URL: http:,-321.64,-309.67,P
Matthias,O,-629.46,-664.97,S
? ?  sh -c,-506.51,-505.46,P
URL: http:,-437.82,-458.55,S
Hey FolksI,-369.57,-374.97,S
On 10 Aug ,-880.85,-881.22,S
--- In for,-187.67,-191.50,S
Latest new,-9.56,-7.86,P
re : your ,-9.56,-7.86,P
Tim Chapma,-769.69,-762.15,P
t id ( aa2,-546.86,-628.83,S
possessive,-2550.24,-2705.92,S
pastoria -,-333.01,-361.64,S
best onlin,-275.88,-238.53,P
empty ,-9.78,-8.80,P
? - tso 53,-314.71,-328.19,S
Gordon Rut,-223.88,-225.01,S
URL: http:,-9.56,-7.86,P
does your ,-588.87,-508.38,P
greatly im,-763.05,-729.68,P
gpg window,-2122.83,-2212.47,S
qs : a que,-182.91,-186.63,S
re : hirin,-2596.02,-2855.27,S
re : koch ,-693.37,-824.31,S
? Around t,-133.05,-135.55,S
 Unsubscri,-38.92,-34.35,P
ios postin,-35.61,-39.76,S
glow ' 99 ,-9305.69,-10910.05,S
reminder h,-442.60,-406.15,P
i 6 h : lo,-845.45,-789.42,P
cheap meds,-240.19,-204.78,P
BARRISTER ,-1484.32,-1336.79,P
they were ,-2787.29,-2850.08,S
Download D,-9.56,-7.86,P
strengthen,-622.52,-603.31,P
BARRISTER ,-1434.25,-1287.56,P
Freedombui,-9.56,-7.86,P
re : ems t,-5786.06,-5575.95,P
solicity f,-9.56,-7.86,P
= ? utf - ,-236.38,-199.34,P
investment,-1655.13,-1573.49,P
empty ,-9.78,-8.80,P
obligatory,-285.48,-321.66,S
the caiso ,-274.99,-297.13,S
internship,-336.04,-367.24,S
Dear Justi,-2631.58,-2530.90,P
Once upon ,-800.60,-846.78,S
Message Bo,-9.56,-7.86,P
a message ,-1107.08,-1105.32,P
request fr,-985.44,-1057.94,S
new line i,-262.06,-287.70,S
i think yo,-449.94,-395.87,P
empty ,-9.78,-8.80,P
URL: http:,-762.85,-761.07,P
INSIGHT NE,-9.56,-7.86,P
hi all,I'm,-409.47,-410.70,S
save your ,-358.18,-304.38,P
re : 5 . 1,-439.98,-475.87,S
URL: http:,-98.90,-104.56,S
Secured In,-888.08,-816.32,P
re : still,-198.69,-222.08,S
etymo-dict,-437.42,-465.87,S
heisser fe,-708.53,-653.42,P
new produc,-687.03,-566.24,P
re : nom c,-401.75,-474.91,S
On Sun, 21,-9.56,-7.86,P
re : charm,-1787.79,-1932.23,S
Is Your Cr,-9.56,-7.86,P
cut 20 / d,-259.84,-329.09,S
 Thank you,-6880.42,-6312.92,P
shy amateu,-327.26,-298.29,P
URL: http:,-125.12,-130.13,S
v foorever,-572.73,-505.83,P
You Can't ,-3053.65,-2871.66,P
Eugene Lei,-339.59,-333.80,P
sanchez oi,-543.06,-589.14,S
any med fo,-373.48,-327.00,P
sap id - h,-1492.88,-1563.67,S
empty ,-9.78,-8.80,P
japanese p,-1696.33,-1758.64,S
URL: http:,-110.09,-109.99,P
jm@jmason.,-339.12,-352.96,S
Accept Cre,-78.01,-68.93,P
associate ,-2647.54,-2858.03,S
At 12:01 P,-373.90,-417.21,S
Hello -You,-2252.21,-2092.08,P
mpwomen su,-1117.89,-1189.48,S
Dental Pla,-9.56,-7.86,P
enron ment,-40489.12,-43685.62,S
Joseph S. ,-529.14,-529.19,S
[Neale Pic,-1432.09,-1457.43,S
re : 1 / 2,-537.79,-667.46,S
Good Day!O,-619.37,-633.92,S
URL: http:,-316.85,-309.81,P
fw : conve,-2548.44,-2727.41,S
2nd call f,-3444.16,-4147.51,S
Dear Sir /,-379.89,-337.11,P
jm@jmason.,-370.86,-387.52,S
maybe this,-504.82,-461.12,P
uniformita,-854.70,-968.23,S
?JUST as t,-1092.17,-1080.15,P
empty ,-9.78,-8.80,P
journal of,-4442.42,-5283.96,S
URL: http:,-169.95,-166.00,P
konvens98 ,-9416.35,-10833.65,S
hpl nom fo,-88.68,-113.33,S
from the e,-37167.20,-40201.60,S
it isn't h,-1756.53,-1841.09,S
On Sat, Au,-589.61,-606.71,S
re : hpl s,-4071.08,-4601.83,S
re : nom /,-382.76,-459.40,S
uk submiss,-3150.35,-3547.48,S
? On Wed, ,-409.11,-422.28,S
5th intl .,-7585.73,-8512.84,S
need low p,-404.23,-363.91,P
edt job op,-3196.53,-3645.87,S
explore vi,-603.13,-542.11,P
never see ,-740.11,-712.67,P
enron / hp,-58.53,-86.10,S
click here,-205.90,-186.98,P
aum shinri,-780.49,-876.38,S
hpl nom fo,-88.24,-113.60,S
Tremendous,-9.56,-7.86,P
*** FREE B,-844.97,-782.18,P
URL: http:,-85.65,-89.20,S
I have bee,-603.15,-598.61,P
magic 15 ,,-1348.55,-1451.91,S
RECIEVE AL,-624.57,-552.22,P
On 23 Aug ,-245.77,-263.19,S
enron net ,-1322.75,-1443.87,S
subcategor,-782.53,-920.05,S
Legal TV D,-2144.38,-1972.29,P
. message ,-912.51,-822.86,P
Update of ,-1783.79,-1922.61,S
lp deal bi,-164.45,-172.11,S
fat boy wa,-736.68,-684.01,P
more data ,-849.08,-931.05,S
armenian g,-75.40,-75.86,S
proposed c,-1702.49,-1848.46,S
On Mon, 16,-1149.03,-1160.74,S
price caps,-5488.46,-6268.66,S
Â Â Dear  ,-9.56,-7.86,P
request su,-385.37,-428.55,S
maureen no,-139.16,-153.84,S
f - r - e ,-668.89,-613.86,P
re : [ 618,-87.04,-75.17,P
duke deliv,-700.61,-757.37,S
txu gas di,-411.13,-475.45,S
oasis pma ,-439.41,-468.66,S
Greetings ,-9.56,-7.86,P
empty ,-9.78,-8.80,P
empty ,-9.78,-8.80,P
applicatio,-345.76,-318.01,P
On 19 Jul ,-539.90,-555.64,S
mac parall,-1579.35,-1813.24,S
chechen wh,-11910.40,-13202.54,S
all graphi,-1017.27,-779.53,P
re : my mo,-571.80,-619.21,S
http://www,-1181.21,-1156.70,P
Jim Whiteh,-269.37,-275.10,S
empty ,-9.78,-8.80,P
On Tue, Au,-348.58,-369.01,S
urgent inv,-3641.10,-3419.19,P
do you lov,-326.35,-288.34,P
english pa,-616.17,-679.63,S
office xp ,-397.99,-352.48,P
need to do,-907.90,-827.42,P
[I wrote t,-1156.26,-1228.45,S
ny event w,-955.58,-1002.08,S
museum of ,-290.59,-293.61,S
re : what ,-496.86,-546.01,S
URL: http:,-1536.53,-1539.37,S
updated el,-1283.48,-1347.39,S
John P. Lo,-9.56,-7.86,P
? ot ? pro,-2203.66,-2657.76,S
left offic,-121.55,-129.30,S
The Ximian,-312.44,-307.07,P
if (window,-1475.02,-1351.59,P
summerset ,-1992.09,-1867.82,P
meedz 2 u ,-569.76,-501.96,P
You have b,-324.17,-296.48,P
popular so,-457.28,-447.45,P
Your appli,-654.91,-629.31,P
On Sat, Oc,-701.66,-732.06,S
re [ 10 ] ,-62.03,-58.58,P
         :,-1755.28,-1798.64,S
dave - che,-2414.03,-2288.96,P
re : ems s,-5578.96,-5366.59,P
tiger team,-143.07,-153.01,S
california,-5346.51,-5628.03,S
re : vallu,-281.32,-249.19,P
re : hello,-1892.95,-2225.47,S
alp presen,-1727.51,-2143.52,S
re : pain ,-761.79,-686.50,P
calpine mo,-323.86,-342.47,S
re [ 1 ] :,-5162.23,-4238.93,P
linguistic,-2672.52,-3160.00,S
URL: http:,-24.61,-27.14,S
On Thu, Se,-879.72,-922.97,S
premium on,-430.57,-373.14,P
2nd issue ,-590.80,-702.97,S
http://www,-259.90,-268.99,S
originatio,-1084.38,-1183.99,S
your onlin,-566.18,-494.15,P
Long time ,-9.56,-7.86,P
On Thu, 20,-1754.36,-1793.29,S
controls n,-932.76,-1012.02,S
I'm gettin,-401.45,-401.21,P
your logo ,-536.73,-433.14,P
OK guys --,-361.56,-357.74,P
oppd prepa,-483.08,-494.43,S
Rohit Khar,-906.50,-905.04,P
nomination,-180.38,-199.86,S
call for p,-1753.09,-2045.81,S
vote usb 1,-1231.05,-1240.81,S
failure no,-9.56,-7.86,P
gmm 09 nov,-148.28,-163.57,S
your techn,-182.24,-175.17,P
?Helen & M,-642.26,-647.05,S
re : www m,-271.07,-249.30,P
using and ,-1525.32,-1851.37,S
project hi,-553.20,-607.15,S
URL: http:,-694.70,-719.14,S
re : = 20 ,-3492.25,-3412.11,P
bring on t,-174.98,-168.82,P
Randy Bush,-430.01,-434.76,S
december 1,-153.11,-165.68,S
re : meter,-754.16,-930.02,S
Increase y,-781.92,-736.59,P
summary : ,-3077.76,-3614.90,S
corpus - b,-2326.46,-2769.75,S
empty ,-9.78,-8.80,P
logitech w,-2017.18,-1782.63,P
dentists ,,-2414.53,-2280.43,P
award noti,-3140.58,-2973.74,P
Once upon ,-1406.94,-1484.74,S
80 % disco,-2734.05,-2471.88,P
My FREE Me,-255.30,-235.46,P
hey i have,-462.35,-475.13,S
sentence p,-8593.25,-9750.19,S
a linguist,-698.58,-773.13,S
So how did,-193.47,-190.00,P
start date,-221.61,-269.09,S
nineteenth,-2116.57,-2555.70,S
longview d,-558.20,-574.13,S
your appro,-26.05,-26.47,S
do you kno,-585.49,-519.32,P
heyz darli,-228.42,-209.03,P
Hi,fergal@,-772.90,-802.58,S
meningitis,-1667.62,-1672.89,S
????? R ==,-235.44,-262.69,S
philosophy,-1195.01,-1381.93,S
eol data ,,-1785.82,-1999.46,S
cheap soft,-60.54,-51.76,P
James Raft,-824.76,-839.75,S
Hi,when te,-725.22,-710.71,P
office 2 o,-953.88,-747.52,P
do you kno,-696.23,-618.28,P
your sites,-203.72,-199.79,P
program - ,-2226.02,-2671.59,S
Hi all,Saw,-121.60,-122.80,S
i know you,-1107.00,-970.03,P
re : www .,-790.55,-918.09,S
why the mo,-315.72,-290.06,P
a only fix,-136.69,-119.38,P
your onlin,-612.35,-522.22,P
re [ 15 ] ,-82.15,-79.53,P
re : resum,-2319.81,-2655.62,S
OPWV and a,-1193.23,-1188.21,P
intel play,-1823.59,-1602.00,P
lately I'v,-394.37,-403.23,S
Dear Sir/M,-2325.85,-2163.01,P
Hello ~nam,-1434.44,-1330.66,P
Copy      ,-9.56,-7.86,P
stinson gi,-587.82,-652.92,S
fortune mo,-878.30,-916.70,S
baldness i,-967.16,-853.81,P
looked at ,-191.02,-184.63,P
Nev Dull F,-1166.10,-1183.20,S
re : cody ,-947.24,-1097.89,S
On Wed, Ju,-472.22,-486.66,S
gq magazin,-2750.49,-2596.34,P
dirt cheap,-21043.91,-20104.96,P
re : joao ,-224.77,-238.56,S
INTEREST R,-363.54,-330.25,P
