On Thu, 1 ,-556.43,-601.10,S
Leonard R.,-753.58,-774.01,S
On Monday,,-212.89,-216.08,S
iraq ' s a,-1966.17,-2071.90,S
continenta,-390.58,-420.61,S
you need t,-267.15,-225.13,P
you have s,-990.36,-949.03,P
Gays, gay ,-1917.90,-1903.07,P
searching ,-799.90,-839.97,S
your $ 750,-334.22,-304.51,P
gls 1995 i,-627.93,-703.53,S
claim mone,-283.91,-243.39,P
Mr. FoRK:?,-198.65,-194.17,P
URL: http:,-154.36,-153.98,P
haven ' t ,-1706.34,-1619.31,P
?         ,-1562.80,-1567.75,S
associate ,-1095.24,-1208.61,S
James Roge,-761.24,-796.92,S
re : meet ,-1008.05,-1102.13,S
==========,-533.86,-485.95,P
increase y,-482.68,-435.93,P
the increa,-795.09,-868.90,S
ld ' 98 se,-2481.98,-2755.24,S
 We thank ,-761.53,-735.17,P
NT 4 you s,-1166.13,-1254.99,S
On Mon, 22,-548.36,-533.65,P
re : ubs n,-2383.17,-2675.56,S
qu otes to,-1104.49,-1080.67,P
lexicograp,-1796.88,-1957.04,S
because sh,-278.71,-271.17,P
more medzz,-463.23,-408.79,P
euralex ' ,-413.36,-449.69,S
I have bee,-1539.86,-1416.96,P
ok, so i w,-966.99,-971.88,S
excelleent,-551.04,-491.55,P
re : bandw,-1929.22,-2822.12,S
who doesnt,-95.82,-81.57,P
ferc ' s p,-4194.24,-4481.36,S
fw : s - a,-848.39,-719.47,P
On 9/8/02 ,-829.42,-865.22,S
seasonal f,-773.12,-818.95,S
pick our c,-1183.39,-1071.49,P
full versi,-3650.78,-3284.22,P
resources ,-540.39,-595.76,S
fw : red r,-285.30,-328.44,S
pharmacy -,-818.62,-681.38,P
http://www,-223.35,-232.91,S
On a RH 8 ,-348.57,-358.70,S
i need you,-8.80,-7.73,P
stops spam,-608.92,-558.97,P
Download D,-8.80,-7.73,P
REGISTER D,-751.22,-688.50,P
new www se,-353.58,-409.12,S
On 24 Jul ,-333.56,-344.70,S
re : key h,-1109.80,-1291.91,S
At 12:35 A,-524.91,-575.15,S
logic cour,-1203.05,-1335.22,S
ubs contra,-599.63,-650.45,S
Â Dear    ,-8.80,-7.73,P
flag spam ,-1246.45,-1282.12,S
aim ? role,-331.89,-280.22,P
fw : timel,-905.22,-1052.51,S
hi paliour,-2136.81,-1578.98,P
q : chess ,-507.32,-551.53,S
??? SPECIA,-3213.17,-3026.68,P
REQUEST FO,-8.80,-7.73,P
URL: http:,-41.76,-45.09,S
now your w,-247.32,-222.27,P
urgentt ra,-1122.34,-1042.85,P
tree macro,-717.83,-787.71,S
I have a s,-549.41,-571.67,S
URL: http:,-194.19,-200.48,S
You could ,-157.17,-166.75,S
internatio,-6031.83,-6703.97,S
done nero ,-1007.56,-833.38,P
begin forw,-1588.58,-1663.38,S
empty ,-9.26,-8.70,P
empty ,-9.26,-8.70,P
fw : csfb ,-3632.01,-3922.34,S
8th seals ,-5927.56,-6671.62,S
question f,-764.80,-804.77,S
re : 6 . 3,-395.37,-433.95,S
re [ 5 ] :,-180.65,-162.79,P
A little t,-6193.59,-6389.76,S
revised co,-224.55,-283.39,S
==========,-2441.93,-2222.37,P
Nick Hilli,-873.00,-921.64,S
thanks for,-816.38,-851.56,S
HiOn Wed, ,-913.53,-946.34,S
According ,-697.33,-748.52,S
qs : sylla,-284.71,-330.59,S
Here's cla,-488.86,-533.59,S
?     ?? ?,-422.18,-427.43,S
since i ne,-159.80,-179.62,S
impress yo,-720.16,-638.59,P
order from,-276.66,-231.07,P
returned m,-293.55,-294.64,S
trade coun,-127.28,-138.77,S
our rolexe,-8.80,-7.73,P
congratula,-1813.06,-1672.10,P
september ,-433.49,-552.57,S
request su,-303.48,-330.27,S
re : fuel ,-1698.01,-2161.77,S
gurt 1995 ,-10786.40,-12422.36,S
- - - - - ,-520.07,-602.98,S
Hi all,I'v,-2159.81,-2247.52,S
urgent upd,-479.32,-465.26,P
Ah, THIS i,-119.24,-128.62,S
daily ft d,-414.40,-452.85,S
On Wed, 20,-1928.65,-1972.83,S
In message,-107.36,-113.69,S
there is a,-1367.35,-1288.74,P
welcome to,-720.57,-757.20,S
cornhusker,-724.14,-779.06,S
polar bear,-273.61,-245.75,P
hi . . lon,-190.22,-181.21,P
has your c,-684.86,-605.63,P
John P. Lo,-473.65,-510.58,S
accommodat,-167.57,-181.72,S
NEW - NEW ,-5324.89,-4961.39,P
On Wed, 2 ,-8.80,-7.73,P
genetic cl,-3747.96,-4099.73,S
start date,-209.62,-265.32,S
free x - b,-36.01,-32.23,P
adobe phot,-1145.46,-948.37,P
attention ,-3122.04,-2999.95,P
empty ,-9.26,-8.70,P
history of,-513.25,-552.79,S
re : centr,-931.07,-1221.79,S
use Perl D,-788.38,-868.97,S
fw : merit,-1462.91,-1554.80,S
need creat,-524.82,-436.03,P
perfect lo,-538.81,-436.53,P
shenandoah,-1986.36,-2373.53,S
re : final,-552.38,-659.59,S
breathtaki,-463.35,-402.17,P
re : invit,-1086.81,-1155.34,S
2005 docto,-1325.63,-1218.86,P
company pl,-299.62,-332.65,S
ourr new g,-509.75,-446.62,P
re : real ,-1453.40,-1608.56,S
If your ho,-338.39,-319.88,P
dear owner,-936.15,-924.99,P
hi paliour,-2096.86,-1540.22,P
super viag,-296.34,-252.96,P
nominal ex,-3686.77,-4221.78,S
i hope you,-1014.72,-871.87,P
free forei,-987.16,-915.38,P
would $ 25,-452.30,-429.12,P
buy cheap ,-385.02,-322.94,P
karthik ra,-1402.65,-1706.20,S
localized ,-549.57,-471.84,P
names brya,-128.56,-146.27,S
2000 year ,-574.00,-533.43,P
supersavin,-1836.26,-1690.19,P
re : enron,-1782.24,-1983.16,S
empty ,-9.26,-8.70,P
no pres . ,-369.30,-295.58,P
good news ,-990.99,-1070.14,S
IGTTVol. 6,-8.80,-7.73,P
use Perl D,-714.88,-789.84,S
meeting an,-1690.88,-1761.96,S
re : visua,-2797.23,-3013.72,S
fwd : [ di,-387.04,-372.40,P
as a answe,-1390.01,-1474.71,S
telephone ,-689.67,-803.74,S
SpamAssass,-3265.12,-3239.75,P
contrastiv,-676.34,-746.04,S
personnel ,-4111.06,-4074.91,P
producer s,-449.39,-569.33,S
Protect yo,-693.61,-625.45,P
the hottes,-37.72,-32.63,P
http://www,-355.35,-362.17,S
fu ! ck my,-182.29,-168.21,P
re : works,-302.78,-346.77,S
????? TP =,-285.55,-297.66,S
empty ,-9.26,-8.70,P
swaps moni,-867.67,-912.88,S
*This mess,-8.80,-7.73,P
superior p,-276.51,-231.07,P
re : hello,-2376.86,-2828.11,S
fw : mike ,-249.80,-285.96,S
Low-Cost T,-470.51,-413.11,P
lab equipm,-331.69,-347.62,S
affordable,-635.92,-585.45,P
U N I V E ,-469.92,-436.87,P
i know you,-1107.51,-972.51,P
    Guido?,-244.00,-260.41,S
empty ,-9.26,-8.70,P
re : insea,-1561.70,-1706.92,S
best onlin,-264.15,-230.86,P
yours sins,-8.80,-7.73,P
pricing de,-1221.77,-1369.44,S
need : wor,-443.08,-470.01,S
2 nd rev m,-1131.99,-1420.38,S
bitbitch@m,-251.13,-254.30,S
I will be ,-440.59,-448.81,S
the best p,-1626.97,-1387.98,P
fw : el pa,-266.83,-313.41,S
request su,-312.53,-341.29,S
Op 12-09-2,-945.47,-945.76,S
SoloCDM wr,-358.65,-381.52,S
el paso so,-3869.18,-4072.83,S
URL: http:,-32.13,-35.35,S
On Wednesd,-1482.75,-1506.55,S
Forwarded-,-890.15,-885.08,P
Anarchist ,-1087.66,-1114.64,S
adv - adob,-1202.68,-1082.40,P
re : your ,-299.02,-275.91,P
On Tue, 27,-376.90,-386.74,S
learn fast,-85.00,-71.85,P
re : gas m,-3967.12,-5633.51,S
reduplicat,-1496.69,-1680.30,S
free steal,-5168.95,-4759.98,P
act now - ,-1359.32,-1267.22,P
don ' t wa,-632.79,-604.26,P
re : our w,-822.45,-902.72,S
re : lost ,-809.58,-940.83,S
[ ilug ] p,-8.80,-7.73,P
Harlan Fei,-556.03,-584.87,S
reply : sh,-50.89,-47.56,P
t hi , hel,-365.57,-410.76,S
communion ,-2355.57,-2206.70,P
re : your ,-389.15,-428.88,S
re : 6 . 1,-158.76,-176.13,S
re : invit,-873.52,-950.22,S
do not hav,-177.40,-170.62,P
settlement,-162.24,-169.93,S
re : no tr,-1211.03,-1256.40,S
    Do you,-117.08,-113.62,P
start date,-684.70,-822.08,S
fw : candl,-2210.76,-2197.30,P
20 asian g,-264.13,-240.35,P
best onlin,-280.97,-243.34,P
accept cre,-1615.62,-1494.94,P
congratula,-90.45,-95.70,S
Are you in,-599.45,-563.74,P
confirmden,-8.80,-7.73,P
Regarding:,-537.59,-554.36,S
revision #,-283.34,-394.06,S
On Mon, 9 ,-176.67,-180.61,S
= ? utf - ,-390.58,-330.58,P
re : indus,-1943.72,-2389.79,S
organizati,-2328.26,-2544.84,S
earn 20 ti,-1099.09,-1041.80,P
Jesse Keat,-475.72,-507.13,S
research s,-1798.71,-1995.68,S
energy ops,-287.43,-305.29,S
used Async,-855.03,-898.18,S
? Yes, I t,-310.56,-324.38,S
[Tim]?? I',-1919.37,-1966.19,S
re : big p,-1711.71,-2009.14,S
dispatch w,-1148.20,-1251.29,S
Kevin wrot,-783.24,-812.53,S
Â Â Â Â Th,-8.80,-7.73,P
Whatcha ca,-613.93,-630.66,S
get money ,-3225.69,-2996.57,P
re : enpow,-5606.07,-6190.36,S
Mother Nat,-285.51,-253.61,P
A:link {  ,-8.80,-7.73,P
for better,-595.07,-571.89,P
how are yo,-2101.87,-1995.74,P
hot penny ,-7034.25,-6042.44,P
FAST ACTIN,-8.80,-7.73,P
update - r,-1561.55,-1613.56,S
investigat,-3623.40,-3417.29,P
????? R ==,-401.78,-425.14,S
ucla labs ,-625.87,-571.45,P
rotation o,-287.41,-308.73,S
call for b,-1492.05,-1641.07,S
I just pic,-264.66,-277.13,S
todd hall ,-526.04,-552.69,S
jill chatt,-219.62,-231.05,S
script not,-294.52,-276.86,P
me of Chen,-2268.38,-2361.86,S
8th intern,-966.41,-1119.94,S
----- Orig,-314.05,-333.09,S
At 1:16 AM,-581.88,-609.23,S
URL: http:,-119.85,-128.76,S
cal berkel,-2529.54,-2664.91,S
Eugen Leit,-133.42,-137.34,S
winning on,-813.76,-811.73,P
(Fax) to  ,-2712.65,-2576.50,P
?GET HIGH.,-614.51,-553.30,P
On Saturda,-878.58,-890.80,S
jobs : tes,-860.74,-941.59,S
Hi all,   ,-576.75,-589.39,S
you need a,-1449.52,-1363.34,P
empty ,-9.26,-8.70,P
One of the,-5172.12,-5300.12,S
lose your ,-8.80,-7.73,P
enron onsi,-877.35,-944.01,S
paris hilt,-318.79,-294.45,P
On Tue, 20,-694.64,-734.64,S
new books ,-4458.17,-4839.70,S
question o,-2238.78,-2365.96,S
re : tuesd,-58.45,-63.00,S
informatio,-728.07,-685.99,P
associate ,-1095.24,-1208.61,S
Hello I am,-425.99,-379.31,P
The pay's ,-989.31,-1015.68,S
On Fri, 20,-585.03,-607.09,S
astounding,-414.78,-397.40,P
ees by cit,-137.78,-157.75,S
iso compli,-2270.66,-2491.63,S
URL: http:,-678.37,-683.58,S
Ashfield O,-8.80,-7.73,P
macintosh ,-1697.19,-1744.89,S
prc contin,-315.75,-350.90,S
is your ba,-728.32,-661.38,P
ambllen , ,-1239.00,-1204.71,P
fw : capit,-383.48,-432.07,S
URL: http:,-8.80,-7.73,P
re : pendi,-1927.49,-2238.56,S
job - - c ,-1906.49,-2059.22,S
Welcome to,-500.76,-435.63,P
learning s,-913.50,-965.47,S
london vis,-263.06,-265.11,S
Ahhhh Dave,-341.74,-345.27,S
-----Origi,-785.59,-787.41,S
lst class ,-574.09,-511.25,P
functional,-2087.87,-2355.07,S
utmost con,-1781.60,-1711.72,P
sorry they,-2723.36,-2537.54,P
govt & reg,-183.13,-202.27,S
On Fri, 20,-8.80,-7.73,P
re : entex,-2416.32,-2817.37,S
greater ho,-2363.55,-2547.19,S
-----BEGIN,-1387.15,-1424.99,S
@ jones : ,-4340.52,-4737.01,S
empty ,-9.26,-8.70,P
fwd : v ^ ,-750.45,-641.78,P
aaas ' 96 ,-1299.42,-1344.46,S
Attention ,-686.87,-619.89,P
cinergy cl,-378.07,-421.56,S
correction,-354.36,-419.98,S
meds and p,-1245.56,-1119.30,P
akamai kev,-275.00,-298.52,S
the new po,-1498.63,-1505.95,S
Hello fork,-301.96,-305.11,S
network en,-795.83,-870.48,S
re : accou,-354.92,-337.20,P
summary : ,-3996.82,-4105.78,S
Lance (lan,-570.71,-618.39,S
= ? utf - ,-222.20,-198.89,P
would you ,-122.46,-117.67,P
books on h,-1557.80,-1785.91,S
new books ,-2558.72,-2973.68,S
On Sun, Ju,-1064.24,-1086.74,S
query : no,-2706.85,-2913.67,S
fw : real ,-2155.08,-2241.00,S
confs : in,-4418.27,-4566.87,S
the microc,-5043.91,-4566.34,P
? Wrong, [,-1554.31,-1596.86,S
profession,-451.02,-394.04,P
fw : absen,-1373.92,-1521.51,S
xms - new ,-1289.74,-1294.53,S
barely of ,-60.61,-52.24,P
job in jap,-1462.03,-1607.37,S
    Uh, gu,-8.80,-7.73,P
re : 80 ( ,-258.71,-223.90,P
get your b,-5066.99,-4741.39,P
mail deliv,-1220.85,-1108.24,P
Congratula,-8.80,-7.73,P
clickpaper,-1543.12,-1615.46,S
Shop hundr,-8.80,-7.73,P
[ ilug - s,-2662.38,-2520.99,P
re : appro,-1044.03,-1177.54,S
re : your ,-12525.19,-11661.50,P
revised fo,-146.97,-169.39,S
cera confe,-1471.48,-1579.26,S
On Mon, 19,-252.26,-256.82,S
Dear Homeo,-374.53,-336.30,P
????? E ==,-850.18,-889.97,S
panenergy ,-814.84,-925.68,S
Just for y,-33.61,-34.16,S
enron mana,-1496.21,-1620.84,S
found that,-8.80,-7.73,P
re : aig h,-476.88,-538.00,S
fw : scree,-342.65,-366.25,S
personnel ,-237.01,-252.17,S
look at th,-584.40,-560.40,P
please gra,-209.25,-206.86,P
wholesale ,-383.33,-355.80,P
paul the w,-928.36,-863.06,P
coswl surv,-1041.09,-1132.51,S
new series,-1716.20,-1941.97,S
  There wa,-924.37,-964.97,S
buyback / ,-346.98,-392.47,S
re : meter,-118.78,-129.27,S
? Zimbabwe,-380.07,-380.90,S
re : i fou,-248.53,-277.05,S
At 09:02 A,-420.76,-419.07,P
registrati,-1468.50,-1394.56,P
logitech b,-1715.55,-1500.22,P
fw : ecoel,-714.76,-798.39,S
natural la,-4216.15,-4504.98,S
correspond,-508.06,-496.47,P
re : 8 . 1,-2178.75,-2332.07,S
fw : enron,-19727.65,-20825.82,S
enron euro,-355.88,-404.91,S
Hi,? On Su,-503.69,-519.14,S
1 - 4 extr,-910.97,-868.67,P
Fix your B,-215.55,-196.31,P
empty ,-9.26,-8.70,P
re : integ,-1260.00,-1402.98,S
mail deliv,-1432.99,-1309.21,P
chomsky ci,-332.86,-364.24,S
    Greg? ,-845.76,-906.63,S
email hosp,-1224.63,-1147.44,P
stocks on ,-438.84,-429.75,P
On Sat, 27,-232.64,-231.15,P
MILFhunter,-8.80,-7.73,P
think that,-2664.29,-2797.42,S
Wasn't the,-235.58,-251.00,S
chheep med,-538.74,-467.21,P
don ' t co,-446.87,-425.53,P
semitic sy,-1539.32,-1791.85,S
empty ,-9.26,-8.70,P
On Mon, 20,-1180.37,-1220.58,S
focus grou,-579.10,-640.52,S
your indul,-1840.51,-1693.73,P
xth confer,-2040.74,-2285.58,S
begin forw,-2601.54,-2761.36,S
Hi guys,	I,-692.66,-722.26,S
summary of,-2257.10,-2425.62,S
URL: http:,-384.90,-379.72,P
fw : md pr,-835.79,-971.29,S
residual v,-311.12,-337.19,S
-----BEGIN,-602.66,-630.33,S
texmex ris,-89.28,-98.86,S
usb charse,-2168.82,-1935.77,P
we are now,-727.20,-647.07,P
mtbe plant,-292.48,-314.62,S
In a recen,-403.68,-367.07,P
On Monday,,-1472.50,-1499.46,S
sum : risk,-4799.31,-5093.93,S
re : helsi,-1271.40,-1497.52,S
If you are,-8.80,-7.73,P
the big un,-904.62,-843.56,P
meter 9863,-140.34,-160.69,S
Michael wr,-1123.59,-1161.19,S
fellowship,-298.46,-344.96,S
proposed p,-737.93,-793.50,S
comparativ,-1486.03,-1657.27,S
re : alp p,-2099.58,-2673.15,S
On Mon, 22,-8.80,-7.73,P
logo , sta,-1119.15,-991.87,P
re : buyba,-679.93,-852.05,S
it wouldn ,-316.11,-342.25,S
bad credit,-348.19,-325.66,P
get all th,-1581.70,-1376.10,P
idea!This ,-8.80,-7.73,P
portuguese,-900.02,-1068.68,S
URL: http:,-38.37,-40.33,S
associate ,-2793.50,-3876.15,S
italian cr,-611.48,-525.09,P
we ' ve fo,-24.06,-25.44,S
requests f,-494.15,-545.42,S
Interested,-8.80,-7.73,P
empty ,-9.26,-8.70,P
Hi: Have  ,-677.58,-635.10,P
re : as ex,-181.45,-195.33,S
a new mult,-624.53,-659.28,S
low prce m,-607.03,-565.57,P
= ? iso - ,-754.82,-735.86,P
draft pres,-242.94,-279.67,S
online pha,-228.11,-200.80,P
Lowest rat,-309.88,-275.37,P
grades pam,-205.40,-231.24,S
empty ,-9.26,-8.70,P
re : meter,-1641.29,-2050.21,S
headcount ,-252.24,-263.77,S
make unlim,-530.02,-498.08,P
It was the,-8042.48,-7535.76,P
re : mobil,-2101.09,-2031.65,P
hpl nomina,-297.23,-348.10,S
language r,-878.29,-951.52,S
Digest Thu,-8.80,-7.73,P
neon discu,-226.52,-236.62,S
 i wish i ,-49.86,-47.05,P
meeting wi,-305.69,-357.46,S
On Wed, 28,-380.25,-402.50,S
esource pr,-938.55,-981.42,S
ebay accou,-8.80,-7.73,P
summer sch,-305.04,-343.06,S
empty ,-9.26,-8.70,P
cheap onli,-387.30,-325.51,P
URL: http:,-116.09,-120.14,S
wires for ,-690.68,-780.07,S
re : recom,-915.20,-1037.82,S
send real ,-741.80,-728.92,P
re : new y,-1273.64,-1357.01,S
organizati,-3058.57,-3565.73,S
money is a,-581.42,-517.86,P
John P. Lo,-8.80,-7.73,P
NEWSLETTER,-8.80,-7.73,P
fyi : umic,-1001.76,-1086.69,S
costco on ,-1204.73,-1100.98,P
perfect lo,-548.72,-446.49,P
ads pop up,-1152.07,-1072.52,P
linguistic,-704.78,-742.97,S
sum : word,-7693.63,-7804.18,S
request fo,-887.06,-998.04,S
weekly dea,-122.95,-139.47,S
contacts h,-787.30,-879.74,S
your inves,-5020.72,-4530.73,P
re : suppo,-1095.74,-1310.33,S
At 8:43 PM,-571.78,-604.39,S
? I think ,-388.43,-399.58,S
best softw,-347.64,-333.85,P
isidro bli,-434.72,-404.15,P
You're in ,-799.42,-805.67,S
On Mon, 26,-296.34,-310.77,S
fw : cgt p,-379.39,-430.06,S
????? L ==,-480.33,-509.70,S
affordable,-391.12,-354.24,P
